org_id,org_name,likely_school_district,include_in_rollout,state,county
2035,Horizon Montessori Public Schools,True,True,,
1030,Houghton Lake Community Schools,True,True,,
3045,Houston City College,False,False,,
1861,Howard College,False,False,,
1819,Howard Lake-Waverly-Winsted Public Schools,True,True,,
3605,Howe Independent School District,True,True,,
1421,Howell Public Schools,True,True,,
2013,Hubbard ISD - Hill County,True,True,,
975,Huckabay ISD,True,True,,
1672,Hudson ISD,True,True,,
3245,Hudsonville Public Schools,True,True,,
2641,Huffman ISD,True,True,,
946,Huntington ISD,True,True,,
1422,Huntley Community School District 158,True,True,,
736,Huntsville ISD,True,True,,
961,Huron Intermediate School District,True,True,,
749,Hutto ISD,True,True,,
1529,Hydaburg City School District,True,True,,
2327,Idalou ISD,True,True,,
2697,Iditarod Area School District,True,True,,
701,Illini Central CUSD #189,False,False,,
2652,Illinois Eastern Community Colleges,False,False,,
1730,Illinois School District Agency,True,True,,
941,Imlay City Community Schools,True,True,,
1589,Independent School District #272 Eden Prairie Schools,True,True,,
1332,Independent School District #361,True,True,,
1297,Independent School District 31,True,True,,
1817,Independent School District 316,True,True,,
1516,Independent School District 748,True,True,,
1055,Independent School District 761,True,True,,
1692,Independent School District No. 465,True,True,,
1274,Ingham Intermediate School District,True,True,,
787,Ingleside ISD,True,True,,
3327,Ingram ISD,True,True,,
1201,Intermediate District 287,False,False,,
1033,Intermediate School District 917,True,True,,
3364,Ione School District,True,True,,
1181,Ionia County Intermediate School District,True,True,,
1626,Ionia Public Schools,True,True,,
2788,Iowa Park CISD,True,True,,
1440,Ira ISD,True,True,,
3319,Irion County ISD,True,True,,
2749,Iron Mountain Public Schools,True,True,,
828,Irving Independent School District,True,True,,
1743,ISD #186 - Pequot Lakes Public Schools,True,True,,
1352,ISD #696 - Ely Public Schools,True,True,,
1694,ISD 199 Inver Grove Heights Schools,True,True,,
1696,ISD 640-Wabasso Public Schools,True,True,,
2171,Italy Independent School District,True,True,,
835,Itasca Independent School District,True,True,,
1744,Itasca School District #10,True,True,,
1387,J. Sterling Morton High School District 201,True,True,,
1999,Jackson County School District,True,True,,
778,Jackson Local Schools,True,True,,
1207,Jacksonville ISD,True,True,,
1241,Jacksonville School District #117,True,True,,
1933,Jarrell ISD,True,True,,
2063,Jasper ISD,True,True,,
2477,Jayton-Girard ISD,True,True,,
982,Jefferson Independent School District,True,True,,
1644,Jenison Public Schools,True,True,,
2328,Jim Hogg County ISD,True,True,,
1441,Jim Ned Consolidated Independent School District,True,True,,
1212,Joliet Township High School District 204,True,True,,
2523,Jonesboro Elementary School District 43,True,True,,
2825,Joppa - Maple Grove Unit District #38,False,False,,
3248,Jordan School District,True,True,,
1773,Jordan School District #717,True,True,,
759,Joshua Independent School District,True,True,,
1836,Jourdanton Independent School District,True,True,,
1500,Juab School District,True,True,,
1434,Judson ISD,True,True,,
753,Junction Independent School District,True,True,,
3915,Kalamazoo Public Schools,True,True,,
1619,Kalamazoo RESA,True,True,,
2092,Kaleva Norman Dickson School District / Bear Lake Schools,True,True,,
3197,Karnack ISD,True,True,,
977,Karnes City ISD,True,True,,
2293,Kaufman Independent School District,True,True,,
1849,Keene ISD,True,True,,
1389,Keeneyville School District 20,True,True,,
2320,Keller Independent School District,True,True,,
2321,Kelton ISD,True,True,,
2338,Kemp Independent School District,True,True,,
2201,Kenedy County-Wide Common School District,True,True,,
1746,Kenedy ISD-Karnes County,True,True,,
1676,Kennard ISD,True,True,,
2219,Kennedale Independent School District,True,True,,
2131,Kenosha Unified School District,True,True,,
2589,Kent ISD,True,True,,
1753,Kentucky State Board of Licensure for Professional Engineers,False,False,,
1811,Kenyon Wanamingo Schools,True,True,,
897,Kerens Independent School District,True,True,,
2213,Kermit ISD,True,True,,
684,Kerrville Independent School District,True,True,,
2139,Kewaunee School District,True,True,,
2806,Kildeer Countryside School District 96,True,True,,
1011,Kilgore College,False,False,,
920,Kilgore ISD,True,True,,
2623,Killdeer Public School,True,True,,
1051,Killeen Independent School District,True,True,,
2856,Kindred School District,True,True,,
2778,King County Library System,False,False,,
2354,Kingsley Area Schools,True,True,,
2237,Kingsville ISD,True,True,,
954,Kirbyville CISD,True,True,,
3193,Kittson Central School District,True,True,,
1570,Klamath County School District,True,True,,
1567,Klamath Falls City Schools,True,True,,
921,Klein Independent School District,True,True,,
709,KMS Public School,True,True,,
3297,Kodiak Island Borough School District,True,True,,
1230,Komarek School District 94,True,True,,
1403,Kountze ISD,True,True,,
717,Krum ISD,True,True,,
1835,LA FERIA INDEPENDENT SCHOOL DISTRICT,True,True,,
766,La Grange Independent School District,True,True,,
3263,La Joya Independent School District,True,True,,
767,La Porte Independent School District,True,True,,
960,La Pryor ISD,True,True,,
870,La Vega ISD,True,True,,
1470,La Vernia ISD,True,True,,
1962,La Villa ISD,True,True,,
1983,Lackland ISD,True,True,,
1838,Lafayette School Corporation,True,True,,
3631,Lago Vista ISD,True,True,,
1728,LaGrange School District 105,True,True,,
1520,Laguna Department of Education,False,False,,
1232,Lake and Peninsula School District,True,True,,
1265,Lake Bluff School District 65,True,True,,
1557,Lake County School District 7,True,True,,
1690,Lake Crystal Wellcome Memorial Schools,True,True,,
859,Lake Dallas Independent School District,True,True,,
1518,Lake Orion Community Schools,True,True,,
2582,Lake Pend Oreille School District #84,True,True,,
2056,Lake Ridge Schools,True,True,,
1620,Lake Shore Public Schools,True,True,,
900,Lake Travis Independent School District,True,True,,
1255,Lake Villa School District 41,True,True,,
842,Lake Worth ISD,True,True,,
2129,Lakeland Joint School District No. 272,True,True,,
1617,Lakeshore Public Schools,True,True,,
1070,Lakeview Community Schools,True,True,,
1089,Lakeview Public Schools,True,True,,
1167,Lakeview School District,True,True,,
1160,Lakeville District Schools,True,True,,
698,Lakeway MUD,False,False,,
902,Lakewood Public Schools,True,True,,
2273,Lamar CISD,True,True,,
782,Lamar County School District,True,True,,
686,Lamesa ISD,True,True,,
1901,Lampasas Independent School District,True,True,,
743,Lancaster ISD,True,True,,
1565,Lane Education Service District,False,False,,
1579,Lansing School District,True,True,,
3262,Lansing School District 158,True,True,,
993,Lapeer Community Schools,True,True,,
1134,Laporte Public Schools #306,True,True,,
700,LaPoynor ISD,True,True,,
2181,Laredo College,False,False,,
2520,Laredo Independent School District,True,True,,
2296,Lasara Independent School District,True,True,,
2196,Latexo Independent School District,True,True,,
1622,Lawton Community Schools,True,True,,
1666,Le Sueur-Henderson Public Schools,True,True,,
706,Leakey ISD,True,True,,
795,Leander ISD,True,True,,
747,Lee College,False,False,,
3903,Lee College Foundation,False,False,,
985,Lee County Schools,True,True,,
973,Lefors ISD,True,True,,
1271,Lemont High School District 210,True,True,,
1996,Leon ISD,True,True,,
2562,Lester Prairie Schools,True,True,,
2283,Levelland ISD,True,True,,
2780,Lewis County Schools,True,True,,
2341,Lewiston-Altura Public Schools,True,True,,
1194,Lewisville Independent School District,True,True,,
1257,Lexington ISD,True,True,,
1259,Leyden High School District 212,True,True,,
929,Liberty Hill ISD,True,True,,
725,Liberty Independent School District,True,True,,
822,Liberty-Eylau ISD,True,True,,
1784,Libertyville Elementary District 70,False,False,,
2565,Lincoln County School District,True,True,,
2505,Lincoln ESD 156,True,True,,
1204,Lincolnshire-Prairie View School District 103,True,True,,
1270,Lincolnwood District 74,False,False,,
3408,Linda Sokol Francis Brookfield Library,False,False,,
2191,Lindale ISD,True,True,,
739,Linden-Kildare CISD,True,True,,
1578,Lindop School District 92,True,True,,
1875,Lindsay ISD,True,True,,
1947,Lipan ISD,True,True,,
1795,Lisle CUSD 202,False,False,,
807,Little Cypress-Mauriceville CISD,True,True,,
860,Little Elm ISD,True,True,,
903,Little Falls Community Schools,True,True,,
1664,Livingston ISD,True,True,,
1615,Livonia Public Schools School District,True,True,,
681,Llano ISD,True,True,,
714,Lockhart Independent School District,True,True,,
3335,Lockney ISD,True,True,,
1496,Lockport School District 91,True,True,,
740,Lombard School District 44,True,True,,
996,London Independent School District,True,True,,
2315,Lone Oak Independent School District,True,True,,
1444,Long Prairie-Grey Eagle Public Schools,True,True,,
2235,Longview ISD,True,True,,
4037,Loraine ISD,True,True,,
933,Lorena ISD,True,True,,
2435,Lorenzo ISD,True,True,,
2696,Los Alamos Public Schools,True,True,,
887,Los Fresnos CISD,True,True,,
2107,Louise ISD,True,True,,
2594,Louisiana  Citizens Property Insurance Corporation,False,False,,
856,Lovejoy Independent School District,True,True,,
1078,Lovelady Independent School District,True,True,,
869,Lubbock Independent School District,True,True,,
1703,Lubbock-Cooper ISD,True,True,,
1156,Luling ISD,True,True,,
851,Lumberton ISD,True,True,,
1489,Lyford CISD,True,True,,
2421,Lyme-Old Lyme Schools,True,True,,
1027,Lyon County School District,True,True,,
1785,Lyons School District 103,True,True,,
1797,Lyons Township High School District 204,True,True,,
1872,Lytle Independent School District,True,True,,
1915,Mabank Independent School District,True,True,,
1312,Macomb Community College,False,False,,
1640,Madison District Public Schools,True,True,,
2416,Madison Public Schools,True,True,,
2059,Madisonville CISD,True,True,,
793,Magnolia ISD,True,True,,
3264,Mahnomen ISD 432,True,True,,
1077,Mahtomedi Public Schools,True,True,,
653,Malakoff Independent School District,True,True,,
2947,Mandaree School District,True,True,,
3363,Manhattan School District 114,True,True,,
1636,Manistee Area Public Schools,True,True,,
1079,Manistee Intermediate School District,True,True,,
938,Manor Independent School District,True,True,,
1116,Mansfield ISD,True,True,,
1832,Maple Lake Public Schools,True,True,,
805,Marathon ISD,True,True,,
1042,Marble Falls ISD,True,True,,
2789,Marengo CHSD 154,False,False,,
1525,Marengo Union Elementary CSD 165,False,False,,
1076,Marfa ISD,True,True,,
1985,Marion ISD,True,True,,
1890,Marlin Independent School District,True,True,,
1137,Marquette Alger Regional Educational Service Agency,False,False,,
1492,Marquette Public Schools,True,True,,
798,Marshall Independent School District,True,True,,
2436,Mart ISD,True,True,,
2240,Martin's Mill ISD,True,True,,
1280,Martinsville ISD,True,True,,
2077,Mary M. Knight School District,True,True,,
1905,Mason ISD,True,True,,
1099,Mason Public Schools,True,True,,
2742,Mathis Independent School District,True,True,,
1508,Mattawan Consolidated School,True,True,,
1889,Maud ISD,True,True,,
863,Maypearl ISD,True,True,,
2352,Mayville Community Schools,True,True,,
1713,Maywood School District 89,True,True,,
1045,McAllen Independent School District,True,True,,
2127,McCall-Donnelly Jt. School District No. 421,True,True,,
2015,McCamey ISD,True,True,,
2814,McDade ISD,True,True,,
1757,McFarland School District,True,True,,
2118,McKinney ISD,True,True,,
1482,McLean County Unit District No. 5,False,False,,
2654,McLean ISD,True,True,,
3991,McLennan Community College,False,False,,
879,McMullen County ISD,True,True,,
3922,Mead School District,True,True,,
2250,Meadow ISD,True,True,,
1173,Medford Public School,True,True,,
1545,Medford School District,True,True,,
702,Medina Independent School District,True,True,,
760,Medina Valley ISD,True,True,,
716,Melissa ISD,True,True,,
847,Memphis ISD,True,True,,
940,Menahga Public School District 821,True,True,,
1091,Mendon Community Schools,True,True,,
2543,Mendota CCSD 289,False,False,,
1330,Mendota High School,True,True,,
2182,Mercedes ISD,True,True,,
1268,Meridian CUSD 223,False,False,,
1399,Merkel Independent School District,True,True,,
1314,Mesquite ISD,True,True,,
2386,Metamora CCSD 1,False,False,,
1752,Mexia ISD,True,True,,
2286,Meyersville ISD,True,True,,
1883,Miami Independent School District,True,True,,
1624,Michigan Center Schools,True,True,,
2174,Michigan Independent Colleges & Universities,False,False,,
1582,Middle Rio Grande Development Council,False,False,,
2423,Middletown Public Schools,True,True,,
3303,Midland County ESA,False,False,,
641,Midland Independent School District,True,True,,
1700,Midlothian ISD,True,True,,
1808,Mid-State Education District,False,False,,
1669,Mid-Valley Special Education Cooperative,False,False,,
728,Midway ISD,True,True,,
1206,Midwest Central CUSD #191,False,False,,
2998,Milam Appraisal District,False,False,,
3085,Milam County Commissioners Court,False,False,,
1771,Milano ISD,True,True,,
1032,Mildred ISD,True,True,,
1337,Miles ISD,True,True,,
2800,Mill Creek Academy,True,True,,
976,Miller Grove ISD,True,True,,
2551,Millington Community Schools,True,True,,
1603,Millsap ISD,True,True,,
1486,Millstadt CCSD 160,False,False,,
1546,Milton Freewater School District,True,True,,
2269,Mineola Independent School District,True,True,,
3320,Mineral County School District,True,True,,
2067,Mineral Point Schools,True,True,,
957,Mineral Wells Independent School District,True,True,,
2041,Minidoka County School District,True,True,,
1807,Minneapolis Public Schools Board of Education,True,True,,
1131,Minnesota State Academies Board,False,False,,
1335,Minnewaska Area Schools,True,True,,
1417,Minooka Community High School,True,True,,
741,Mission Consolidated Independent School District,True,True,,
979,Mississippi Department of Education,False,False,,
1272,Mississippi State Port Authority,False,False,,
2678,Mitchell School District,True,True,,
1269,Mokena School District 159,True,True,,
1539,Molalla River School District,True,True,,
1787,Moline-Coal Valley School District No. 40,True,True,,
1958,Monahans-Wickett-Pyote ISD,True,True,,
1641,Monroe Public Schools,True,True,,
1643,Montabella Community Schools,True,True,,
1313,Montcalm Area Intermediate School District,True,True,,
784,Monte Alto ISD,True,True,,
2489,Montevideo Public Schools,True,True,,
2239,Montgomery ISD,True,True,,
2220,Moody Independent School District,True,True,,
2782,MOREgroup,False,False,,
4066,Morgan County School District,True,True,,
1596,Morris Area Public Schools,True,True,,
1322,Morris Elementary School District #54,True,True,,
1536,Morrow County School District,True,True,,
1887,Motley County ISD,True,True,,
1960,Moulton ISD,True,True,,
1631,Mount Clemens Community Schools,True,True,,
768,Mount Pleasant Independent School District,True,True,,
2414,Mount Pulaski CUSD #23,False,False,,
1806,"Mount Vernon City Schools, District 80",True,True,,
4019,Mountain Institute CTED,False,False,,
2679,Mt. Pleasant Public Schools,True,True,,
1766,Mt. Vernon Independent School District,True,True,,
1199,Mt. Vernon Township High School,True,True,,
1781,Muenster ISD,True,True,,
1765,Muleshoe Independent School District,True,True,,
1151,Mullin ISD,True,True,,
1538,Multnomah Education Service District,False,False,,
1021,Munday CISD,True,True,,
3913,Mundelein Elementary School District,True,True,,
3912,Mundelein High School,True,True,,
2231,Murchison ISD,True,True,,
1637,Muskegon Area ISD,True,True,,
786,Nacogdoches ISD,True,True,,
3481,Napoleon Community Schools,True,True,,
688,Natalia ISD,True,True,,
1383,Navarro Independent School District,True,True,,
1869,Navasota ISD,True,True,,
1830,Naytahwaush Community Charter School,True,True,,
2810,NDSBA Test Member School DISTRICT,True,True,,
1560,Neah-Kah-Nie School District No. 56,True,True,,
2253,Neches ISD,True,True,,
932,Nederland Independent School District,True,True,,
1347,Needville ISD,True,True,,
1621,Negaunee Public Schools,True,True,,
1279,Neoga Community Unit School District #3,True,True,,
1693,Nevis Public Schools - ISD 308,True,True,,
4092,New Auburn School District,True,True,,
2004,New Berlin CUSD # 16,False,False,,
1126,New Boston ISD,True,True,,
1512,New Braunfels ISD,True,True,,
1056,New Buffalo Area Schools,True,True,,
2256,New Caney Independent School District,True,True,,
2798,New Deal ISD,True,True,,
872,New Diana ISD,True,True,,
2755,New Town Public Schools,True,True,,
883,New Waverly ISD,True,True,,
3234,Newcastle Independent School District,True,True,,
2076,Newport School District,True,True,,
1888,Newton ISD,True,True,,
2787,Newtown Public School District,True,True,,
1842,Nicollet Public Schools,True,True,,
1659,Niles Community Schools,True,True,,
2698,Niles Township District for Special Education #807,False,False,,
1293,Niles-Maine District Library,False,False,,
1423,Nippersink School District 2,True,True,,
650,Nixon-Smiley CISD,True,True,,
2117,Nocona Independent School District,True,True,,
1867,Nome Public Schools,True,True,,
2206,Nordheim ISD,True,True,,
776,Normangee ISD,True,True,,
1242,Norridge School District 80,True,True,,
1573,North Bend School District #13,True,True,,
4093,North Boone CUSD 200,False,False,,
1686,North Branch Area Public Schools,True,True,,
1564,North Clackamas School District,True,True,,
2150,North Crawford School District,True,True,,
1336,North DuPage Special Education Cooperative,False,False,,
1897,North East Independent School District,True,True,,
2304,North Hopkins ISD,True,True,,
1049,North Lamar ISD,True,True,,
3600,North Sanpete School District,True,True,,
1548,North Santiam School District 29J,True,True,,
2398,North Shore School District 112,True,True,,
1316,North Slope Borough School District,True,True,,
1556,North Wasco County School District 21,True,True,,
797,North Zulch ISD,True,True,,
1190,Northbrook District 28,False,False,,
2488,Northeast Metro 916,False,False,,
1917,Northeast Texas Community College,False,False,,
779,Northern Area Local Workforce Development Board,False,False,,
1430,Northland Community Schools - ISD 118,True,True,,
3982,Northland Pines School District,True,True,,
2695,Northside ISD,True,True,,
1326,Northville Public Schools,True,True,,
1035,Northwest Arctic Borough School District,True,True,,
2486,Northwest Education Services,False,False,,
1405,Northwest Independent School District,True,True,,
1342,Northwestern Illinois Association,False,False,,
1695,Nova Classical Academy,True,True,,
2699,Novi Community School District,True,True,,
1886,Nueces County Hospital District,False,False,,
1025,Nye County School District,True,True,,
1240,Oak Grove School District 68,True,True,,
1477,Oak Park ESD 97,True,True,,
1012,Oak Park Schools,True,True,,
2002,Oakland Township,False,False,,
2234,Odessa College,False,False,,
2081,O'Donnell ISD,True,True,,
3344,Office of Coordinated Support and Service,False,False,,
752,Ogden City School District,True,True,,
2515,Okemos Public Schools,True,True,,
962,Olton ISD,True,True,,
1245,Olympia CUSD 16,False,False,,
1005,Onalaska Independent School District,True,True,,
2588,Online Only,False,False,,
1188,Ontario School District 8C,True,True,,
2329,Orange Grove ISD,True,True,,
2091,Orangefield Independent School District,True,True,,
1878,Ore City ISD,True,True,,
2146,Oregon State Board of Education,False,False,,
1571,Oregon Trail School District #46,True,True,,
1374,Orion Township,False,False,,
1828,Orono Public Schools,True,True,,
2519,Osseo Area Schools,True,True,,
2043,Oswego Public Library District,False,False,,
1652,Otsego Public Schools,True,True,,
969,Ottawa Area Intermediate School District,True,True,,
1967,Overton ISD,True,True,,
1339,Oxford Community Schools,True,True,,
3243,PACT Charter School,True,True,,
2187,Paducah ISD,True,True,,
1210,Palacios Independent School District,True,True,,
1246,Palestine ISD,True,True,,
683,Palmer Independent School District,True,True,,
2434,Palos Heights School District #128,True,True,,
3362,Palos School District 118,True,True,,
2186,Pampa Independent School District,True,True,,
1756,Pana CUSD #8,False,False,,
967,Panhandle ISD,True,True,,
1189,Panola College,False,False,,
2289,Paradise ISD,True,True,,
687,Paris ISD,True,True,,
1225,Paris Junior College,False,False,,
1929,Parkersburg Utility Board,False,False,,
1541,Parkrose School District 3,True,True,,
1925,Parkview School District,True,True,,
2216,Parshall School District #3,True,True,,
1894,Pasadena Independent School District,True,True,,
1977,Paw Paw CUSD #271,False,False,,
1661,Paw Paw Public Schools,True,True,,
1961,Pawnee ISD,True,True,,
2531,Pearl River Community College,False,False,,
632,Pearsall ISD,True,True,,
2318,Peaster ISD,True,True,,
1656,Peck Community Schools,True,True,,
1877,Pecos-Barstow-Toyah ISD,True,True,,
1595,Pekin Community High School District No. 303,True,True,,
1559,Pendleton School District 16R,True,True,,
2568,Pennfield Schools,True,True,,
1278,Pennoyer School District #79,True,True,,
689,Perryton Independent School District,True,True,,
2344,Petersburg ISD,True,True,,
1532,Petersburg School District,True,True,,
708,Petrolia CISD,True,True,,
1859,Pettus Independent School District,True,True,,
654,Pewitt CISD,True,True,,
2163,Pharr-San Juan-Alamo ISD,True,True,,
2579,Phoenix-Talent Schools,True,True,,
2808,Pickford Public Schools,True,True,,
2530,Pillager School District #116,True,True,,
2105,Pilot Point Independent School District,True,True,,
2564,Pinckney Community Schools,True,True,,
3914,Pinconning Area Schools,True,True,,
1424,Pine River Area Schools,True,True,,
2584,Pine River-Backus Schools,True,True,,
790,Pine Tree Independent School District,True,True,,
3043,Pineywoods Community Academy,True,True,,
1058,Pipestone Area Schools,True,True,,
1450,Pittsburg ISD,True,True,,
823,Plains Independent School District,True,True,,
1882,Plainview ISD,True,True,,
841,Pleasant Grove Independent School District,True,True,,
1789,Pleasant Plains Community Unit District 8,False,False,,
764,Pleasant Valley School District # 62,True,True,,
1289,Pleasantdale School District 107,True,True,,
1980,PLEASANTON INDEPENDENT SCHOOL DISTRICT,True,True,,
1002,Plemons-Stinnett-Phillips CISD,True,True,,
3304,Point Isabel ISD,True,True,,
2363,Ponder Independent School District,True,True,,
1112,Pontiac School District,True,True,,
2342,Pope County,False,False,,
671,Port Aransas ISD,True,True,,
2761,Port Arthur International Seafarer's,False,False,,
2236,Port Arthur ISD,True,True,,
943,Port Huron Area School District,True,True,,
1419,Port Neches-Groves ISD,True,True,,
1217,Port of Orange,False,False,,
1552,Port Orford-Langlois School District 2CJ,True,True,,
2152,Port San Antonio,False,False,,
1448,Port Tampa Bay,False,False,,
1485,Portage Public Schools,True,True,,
915,Portland Public Schools,True,True,,
1094,Post ISD,True,True,,
699,Poth ISD,True,True,,
829,Pottsboro ISD,True,True,,
1431,Prairie Grove CSD 46,False,False,,
2719,Prairie Lea ISD,True,True,,
2317,Prairiland ISD,True,True,,
2221,Premont ISD,True,True,,
827,Presidio ISD,True,True,,
2607,Preston Joint School District #201,True,True,,
3334,Priddy ISD,True,True,,
1770,Princeton Independent School District,True,True,,
1092,Princeton Public Schools - ISD 477,True,True,,
1136,Prior Lake-Savage Area Schools,True,True,,
2340,"Promesa Public Schools, Inc.",True,True,,
1256,Prospect Heights School District 23,True,True,,
2084,Prosper Independent School District,True,True,,
2812,Proviso Area for Exceptional Children,False,False,,
1791,Proviso Township High Schools,True,True,,
3318,Provo City School District,True,True,,
1237,Public Schools of Petoskey,True,True,,
1267,Putnam County CUSD 535,False,False,,
2244,Quanah ISD,True,True,,
1782,Queen Bee School District 16,True,True,,
2198,Queen City ISD,True,True,,
2079,Quinlan Independent School District,True,True,,
926,Quitman Independent School District,True,True,,
644,Rains ISD,True,True,,
1946,Ralls Independent School District,True,True,,
2335,Ramirez CSD,False,False,,
1681,Randolph Field Independent School District,True,True,,
1254,Rankin School District 98,True,True,,
2431,Rantoul City Schools,True,True,,
912,Raymondville ISD,True,True,,
799,Reagan County ISD,True,True,,
3887,Red Bud CUSD 132,False,False,,
1072,Red Lake Schools #38,True,True,,
2324,Red Lick Independent School District,True,True,,
2272,Red Oak ISD,True,True,,
837,Red Wing Public Schools - ISD 256,True,True,,
836,Redwater ISD,True,True,,
2534,Reed City Area Public Schools,True,True,,
2759,Reedsport School District,True,True,,
2532,Refugio ISD,True,True,,
1164,Region 10 Education Service Center,False,False,,
848,Region 11 Education Service Center,False,False,,
1851,Region 12 Education Service Center,False,False,,
906,Region 16 Education Service Center,False,False,,
2804,Region 16 PSP Consolidated ISD Advisory Board,True,True,,
2601,Region 17 Education Service Center,False,False,,
756,Region 18 Education Service Center,False,False,,
1096,Region 3 Education Service Center,False,False,,
2173,Region 4 Education Service Center,False,False,,
1776,Region 5 Educational Service Center,False,False,,
2710,Region 7 Education Service Center,False,False,,
2282,Region 8 Education Service Center,False,False,,
1388,Region One Education Service Center,False,False,,
1006,Reynolds School District,True,True,,
2726,Rhodes School District 84 1/2,True,True,,
1902,Ricardo Independent School District,True,True,,
663,Rice CISD,True,True,,
1016,Rice Independent School District,True,True,,
1986,Richard Milburn Academy,True,True,,
3343,Richards ISD,True,True,,
705,Richardson ISD,True,True,,
1308,Richland County CUSD 1,False,False,,
1786,Richmond-Burton CHSD 157,False,False,,
2404,Ridgeview CUSD #19,False,False,,
2337,Ridgewood High School District 234,True,True,,
3336,Riesel ISD,True,True,,
3005,Riley CCSD 18,False,False,,
3231,Rio Grande City Grulla ISD,True,True,,
916,Rio Vista ISD,True,True,,
1677,River Forest Public Schools,True,True,,
923,River Road ISD,True,True,,
1305,River Trails School District 26,True,True,,
2164,Rivercrest Independent School District,True,True,,
1689,Riverside Brookfield High School,True,True,,
1668,Riverside School District 96,True,True,,
2302,Riviera ISD,True,True,,
964,Robbinsdale Area Schools,True,True,,
2513,Robinson CUSD #2,False,False,,
983,Robinson ISD,True,True,,
1504,Robstown ISD,True,True,,
2012,Roby Consolidated ISD,True,True,,
1073,Rochelle ISD,True,True,,
1341,Rock Island - Milan School District #41,True,True,,
1613,Rock Ridge Public Schools - ISD 2909,True,True,,
2212,Rockdale ISD,True,True,,
1166,"Rockford Area Schools, ISD 883",True,True,,
3040,Rockford Public Schools,True,True,,
854,Rockport-Fulton Independent School District,True,True,,
1351,Rocksprings ISD (069901),True,True,,
2276,Rockwall Independent School District,True,True,,
2020,Rocky Boy Schools,True,True,,
1809,ROCORI SCHOOL DISTRICT 750,True,True,,
1048,Rogers ISD,True,True,,
2323,Roma ISD,True,True,,
1491,Rondout School District 72,True,True,,
727,Roosevelt Independent School District,True,True,,
2792,Ropes Independent School District,True,True,,
2397,Roscoe Collegiate ISD,True,True,,
1498,Roscommon Area Public Schools,True,True,,
1340,Roseau Community School,True,True,,
750,Rosebud-Lott ISD,True,True,,
1680,ROSELLE SCHOOL DISTRICT 12,True,True,,
2473,Roseville Area Schools,True,True,,
1793,Rossville-Alvin CUSD 7,False,False,,
2086,Round Top-Carmine ISD,True,True,,
2229,Royal Independent School District,True,True,,
1657,Royal Oak Schools,True,True,,
1814,Royalton Public Schools,True,True,,
2210,Royse City ISD,True,True,,
882,Runge ISD,True,True,,
1833,Rush City Public Schools,True,True,,
1829,Rushford-Peterson Schools,True,True,,
875,Rusk Independent School District,True,True,,
604,Russell Test,False,False,,
2994,Russellville School District,True,True,,
1436,S & S CISD,True,True,,
843,Sabine Pass Independent School District,True,True,,
1170,Saginaw ISD,True,True,,
1662,Saginaw Public Schools,True,True,,
1171,Saginaw Township Community Schools,True,True,,
1810,Saint Paul Public Schools,True,True,,
1605,Saint Peter Public Schools,True,True,,
1288,Salado ISD,True,True,,
2680,Salt Creek School District 48,True,True,,
2763,Salt Lake City School District,True,True,,
2332,Sam Rayburn ISD,True,True,,
899,San Angelo ISD,True,True,,
1982,San Antonio ISD,True,True,,
2809,San Benito Schools,True,True,,
1179,San Diego Independent School District,True,True,,
2311,San Elizario ISD,True,True,,
775,San Felipe Del Rio CISD,True,True,,
2319,San Isidro ISD,True,True,,
981,San Marcos CISD,True,True,,
2203,San Perlita I.S.D.,True,True,,
646,San Saba ISD,True,True,,
1531,Sandridge School District No. 172,True,True,,
2028,Sands CISD,True,True,,
693,Sanford-Fritch ISD,True,True,,
666,Sanger Independent School District,True,True,,
3257,Santa Fe ISD,True,True,,
2189,Santa Gertrudis ISD,True,True,,
3195,Santa Maria Independent School District,True,True,,
1671,Santa Rosa Independent School District,True,True,,
3310,Santiam Canyon School District,True,True,,
1128,Santo ISD,True,True,,
1653,Saranac Community Schools,True,True,,
1519,SASED Administrative Center,False,False,,
2539,Savoy ISD,True,True,,
1900,Schertz-Cibolo-Universal City ISD,True,True,,
1788,Schiller Park School District 81,True,True,,
2739,Schleicher County ISD,True,True,,
1385,School District 197,True,True,,
1200,School District 206,True,True,,
1675,School District 45,True,True,,
1069,School District 622,True,True,,
2090,School District of Amery,True,True,,
1594,School District of Cameron,True,True,,
1353,School District of Flambeau,True,True,,
1187,School District of Mauston,True,True,,
1698,School District of Mishicot,True,True,,
970,School District of New Glarus,True,True,,
2042,School District of Potosi,True,True,,
1447,School District of River Falls,True,True,,
2087,School District of South Milwaukee,True,True,,
2045,School District of Tomahawk,True,True,,
1772,School District of Turtle Lake,True,True,,
2054,School District of Wauzeka-Steuben,True,True,,
2500,Schoolcraft Community Schools,True,True,,
1852,Schulenburg ISD,True,True,,
2820,Scio School District,True,True,,
838,Scurry-Rosser ISD,True,True,,
1432,Sealy ISD,True,True,,
3046,Seaside School District,True,True,,
867,Seguin ISD,True,True,,
719,Seminole Independent School District,True,True,,
1433,Seymour ISD,True,True,,
2743,SH 130 Municipal Management District No. 1,False,False,,
1215,Shakopee Public Schools,True,True,,
2205,Shallowater ISD,True,True,,
2330,Shamrock ISD,True,True,,
2078,Sharyland ISD,True,True,,
1876,Sheldon ISD,True,True,,
673,Shepherd ISD,True,True,,
1550,Sheridan School District 48J,True,True,,
1921,Shorewood School District,True,True,,
